tweet_id,fav_count,retweet_count
666020888022790149,2424,464
666029285002620928,121,42
666033412701032449,112,41
666044226329800704,273,132
666049248165822465,96,40
666050758794694657,124,51
666051853826850816,1129,781
666055525042405380,411,221
666057090499244032,270,127
666058600524156928,105,54
666063827256086533,450,198
666071193221509120,136,53
666073100786774016,298,147
666082916733198337,103,41
666094000022159362,154,67
666099513787052032,143,60
666102155909144576,72,11
666104133288665088,13708,6010
666268910803644416,95,32
666273097616637952,161,73
666287406224695296,138,62
666293911632134144,469,322
666337882303524864,182,84
666345417576210432,275,128
666353288456101888,200,66
666362758909284353,729,521
666373753744588802,174,85
666396247373291520,159,76
666407126856765440,100,32
666411507551481857,414,302
666418789513326592,115,42
666421158376562688,301,107
666428276349472768,155,78
666430724426358785,301,179
666435652385423360,159,48
666437273139982337,117,42
666447344410484738,98,18
666454714377183233,493,201
666644823164719104,221,76
666649482315059201,1069,586
666691418707132416,177,45
666701168228331520,409,207
666739327293083650,223,62
666776908487630848,331,164
666781792255496192,366,181
666786068205871104,719,463
666804364988780544,222,85
666817836334096384,491,238
666826780179869698,242,88
666835007768551424,202,77
666837028449972224,769,528
666983947667116034,2440,929
666996132027977728,232,84
667012601033924608,429,211
667044094246576128,176,47
667062181243039745,210,49
667065535570550784,161,42
667073648344346624,379,113
667090893657276420,318,118
667119796878725120,319,123
667138269671505920,4387,2086
667152164079423490,45748,16134
667160273090932737,248,60
667165590075940865,2578,1076
667171260800061440,212,80
667174963120574464,233,74
667176164155375616,583,436
667177989038297088,184,51
667182792070062081,13731,5878
667188689915760640,717,381
667192066997374976,367,95
667200525029539841,592,249
667211855547486208,465,229
667369227918143488,351,154
667393430834667520,188,52
667405339315146752,449,213
667435689202614272,297,82
667437278097252352,434,225
667443425659232256,752,551
667453023279554560,298,85
667455448082227200,183,56
667470559035432960,246,90
667491009379606528,514,213
667495797102141441,503,254
667502640335572993,520,212
667509364010450944,6529,2029
667517642048163840,354,182
667524857454854144,1630,1068
667530908589760512,447,227
667534815156183040,788,498
667538891197542400,197,62
667544320556335104,829,501
667546741521195010,328,116
667549055577362432,5558,2163
667550882905632768,0,32
667550904950915073,0,33
667724302356258817,463,306
667728196545200128,365,143
667766675769573376,422,204
667773195014021121,226,52
667782464991965184,401,236
667793409583771648,678,315
667801013445750784,318,93
667806454573760512,1017,469
667832474953625600,287,60
667861340749471744,235,74
667866724293877760,2918,985
667873844930215936,606,386
667878741721415682,379,113
667885044254572545,792,452
667886921285246976,1802,1031
667902449697558528,826,362
667911425562669056,474,284
667915453470232577,199,54
667924896115245057,285,108
667937095915278337,1210,762
668113020489474048,646,225
668142349051129856,557,270
668154635664932864,479,296
668171859951755264,467,186
668190681446379520,625,191
668204964695683073,539,187
668221241640230912,498,187
668226093875376128,289,97
668237644992782336,5977,2720
668248472370458624,940,463
668256321989451776,1250,577
668268907921326080,538,227
668274247790391296,796,224
668286279830867968,484,131
668291999406125056,234,29
668297328638447616,604,285
668466899341221888,857,493
668480044826800133,443,142
668484198282485761,414,226
668496999348633600,394,126
668507509523615744,312,101
668528771708952576,445,214
668537837512433665,245,68
668542336805281792,438,204
668544745690562560,496,215
668567822092664832,235,50
668614819948453888,597,307
668620235289837568,192,38
668623201287675904,1376,724
668625577880875008,371,123
668627278264475648,307,109
668631377374486528,686,305
668633411083464705,2702,1553
668636665813057536,1010,476
668641109086707712,1036,525
668643542311546881,847,508
668645506898350081,850,512
668655139528511488,507,210
668779399630725120,682,353
668815180734689280,544,255
668826086256599040,422,130
668852170888998912,437,153
668872652652679168,511,289
668892474547511297,386,144
668902994700836864,309,97
668932921458302977,254,55
668955713004314625,268,68
668960084974809088,682,232
668975677807423489,1259,556
668979806671884288,771,334
668981893510119424,521,291
668986018524233728,537,159
668988183816871936,876,445
668989615043424256,657,318
668992363537309700,723,327
668994913074286592,426,218
669000397445533696,20218,6123
669006782128353280,559,238
669015743032369152,720,360
669037058363662336,633,299
669203728096960512,975,456
669214165781868544,426,154
669216679721873412,1157,393
669324657376567296,486,200
669327207240699904,558,114
669328503091937280,986,403
669351434509529089,420,173
669353438988365824,608,252
669354382627049472,2611,1231
669359674819481600,360,116
669363888236994561,601,219
669367896104181761,446,145
669371483794317312,479,170
669375718304980992,1286,700
669393256313184256,349,71
669564461267722241,375,118
669567591774625800,228,53
669571471778410496,1545,977
669573570759163904,424,134
669583744538451968,1445,888
669597912108789760,501,145
669603084620980224,921,347
669625907762618368,3419,1745
669661792646373376,785,413
669680153564442624,649,272
669682095984410625,345,129
669683899023405056,378,105
669749430875258880,254,63
669753178989142016,783,379
669923323644657664,227,53
669926384437997569,364,94
669942763794931712,489,154
669970042633789440,293,55
669972011175813120,427,149
669993076832759809,314,81
670003130994700288,320,87
670037189829525505,576,261
670040295598354432,731,106
670046952931721218,625,165
670055038660800512,647,316
670061506722140161,738,319
670069087419133954,605,226
670073503555706880,1518,757
670079681849372674,2153,1175
670086499208155136,677,244
670093938074779648,994,317
670290420111441920,676,271
670303360680108032,419,126
670319130621435904,3762,1170
670338931251150849,416,103
670361874861563904,320,63
670374371102445568,725,259
670385711116361728,546,195
670403879788544000,412,145
670408998013820928,538,211
670411370698022913,1956,852
670417414769758208,553,309
670420569653809152,604,302
670421925039075328,1264,607
670427002554466305,508,154
670428280563085312,1339,594
670433248821026816,319,106
670434127938719744,1358,620
670435821946826752,1020,494
670442337873600512,628,191
670444955656130560,6511,1905
670449342516494336,1161,629
670452855871037440,531,195
670465786746662913,941,526
670468609693655041,347,84
670474236058800128,1462,711
670668383499735048,10332,4815
670676092097810432,241,40
670679630144274432,728,272
670691627984359425,575,231
670704688707301377,752,357
670717338665226240,1157,467
670727704916926465,803,343
670733412878163972,930,495
670755717859713024,426,106
670764103623966721,1044,403
670778058496974848,320,71
670780561024270336,766,279
670782429121134593,1505,739
670783437142401025,802,372
670786190031921152,583,195
670789397210615808,643,227
670792680469889025,801,264
670797304698376195,713,229
670803562457407488,332,84
670804601705242624,1893,918
670807719151067136,1126,472
670811965569282048,1093,261
670815497391357952,3068,1481
670822709593571328,588,91
670823764196741120,751,181
670826280409919488,5338,3907
670832455012716544,711,208
670833812859932673,427,118
670838202509447168,1077,669
670840546554966016,569,187
670842764863651840,23852,8360
670995969505435648,1078,283
671109016219725825,1110,419
671115716440031232,1326,749
671122204919246848,3378,2422
671134062904504320,722,185
671138694582165504,893,386
671141549288370177,1113,633
671147085991960577,648,204
671151324042559489,647,149
671154572044468225,686,210
671159727754231808,359,78
671163268581498880,1599,1055
671166507850801152,848,331
671182547775299584,1084,324
671186162933985280,710,204
671347597085433856,927,414
671355857343524864,471,114
671357843010908160,387,147
671362598324076544,1071,286
671390180817915904,1397,718
671485057807351808,736,226
671486386088865792,564,189
671488513339211776,972,458
671497587707535361,888,430
671504605491109889,6767,3419
671511350426865664,1546,679
671518598289059840,919,284
671520732782923777,1349,511
671528761649688577,816,249
671533943490011136,989,557
671536543010570240,1133,389
671538301157904385,906,374
671542985629241344,1055,541
671544874165002241,1904,1012
671547767500775424,1300,571
671561002136281088,12379,6967
671729906628341761,8221,4189
671735591348891648,1395,728
671743150407421952,727,228
671744970634719232,1310,733
671763349865160704,1618,874
671768281401958400,1155,481
671789708968640512,6837,3343
671855973984772097,871,419
671866342182637568,1086,473
671874878652489728,1209,529
671879137494245376,1366,641
671882082306625538,3356,1339
671891728106971137,1276,558
671896809300709376,8236,4019
672068090318987265,1252,500
672082170312290304,910,352
672095186491711488,972,357
672125275208069120,2312,1100
672139350159835138,1691,668
672160042234327040,843,343
672169685991993344,989,353
672205392827572224,2188,1111
672222792075620352,758,204
672231046314901505,1775,968
672239279297454080,867,312
672245253877968896,664,149
672248013293752320,1685,580
672254177670729728,1390,711
672256522047614977,2734,1480
672264251789176834,1096,324
672267570918129665,1448,594
672272411274932228,6250,3241
672466075045466113,1310,513
672475084225949696,1399,676
672481316919734272,699,123
672482722825261057,1094,573
672488522314567680,1074,419
672523490734551040,612,161
672538107540070400,1001,350
672591271085670400,702,177
672591762242805761,928,325
672594978741354496,1298,590
672604026190569472,1083,384
672609152938721280,1081,375
672614745925664768,1189,556
672622327801233409,1250,468
672640509974827008,949,303
672828477930868736,1219,474
672834301050937345,1277,543
672877615439593473,1000,341
672884426393653248,1501,810
672898206762672129,880,408
672902681409806336,1323,480
672964561327235073,1378,619
672968025906282496,1283,522
672970152493887488,921,343
672975131468300288,1625,872
672980819271634944,1765,977
672984142909456390,1220,523
672988786805112832,959,280
672995267319328768,919,277
672997845381865473,1905,689
673148804208660480,1642,607
673213039743795200,2182,815
673240798075449344,1386,699
673270968295534593,1038,348
673295268553605120,7282,3065
673317986296586240,854,246
673320132811366400,13054,7607
673342308415348736,1233,556
673343217010679808,942,260
673345638550134785,2432,1216
673350198937153538,728,203
673352124999274496,1614,522
673355879178194945,1460,555
673359818736984064,1408,651
673363615379013632,995,292
673576835670777856,1347,545
673580926094458881,809,264
673583129559498752,1155,346
673612854080196609,1560,696
673636718965334016,1073,347
673656262056419329,699,231
673662677122719744,1217,355
673680198160809984,1332,449
673686845050527744,1399,420
673688752737402881,1227,478
673689733134946305,1688,622
673697980713705472,3859,1902
673700254269775872,1392,548
673705679337693185,1222,394
673707060090052608,1068,378
673708611235921920,1047,275
673709992831262724,813,263
673711475735838725,1009,291
673715861853720576,3444,1991
673887867907739649,909,246
673906403526995968,3098,1578
673919437611909120,1135,360
673956914389192708,1901,922
674008982932058114,1163,339
674014384960745472,1513,611
674019345211760640,1096,293
674024893172875264,1722,1181
674036086168010753,831,202
674038233588723717,1072,402
674042553264685056,704,122
674045139690631169,1371,619
674051556661161984,1408,472
674053186244734976,3210,1252
674063288070742018,6197,2127
674075285688614912,961,275
674082852460433408,738,163
674255168825880576,1429,526
674262580978937856,1273,438
674265582246694913,1595,816
674269164442398721,885,223
674271431610523648,1526,710
674291837063053312,14334,5673
674318007229923329,1374,507
674372068062928900,828,305
674394782723014656,1475,555
674410619106390016,1168,448
674416750885273600,669,133
674422304705744896,1400,527
674436901579923456,1089,379
674447403907457024,1034,346
674468880899788800,6064,1970
674632714662858753,1466,557
674638615994089473,1645,561
674644256330530816,1009,262
674646392044941312,1402,479
674664755118911488,894,245
674670581682434048,1569,630
674690135443775488,1118,458
674737130913071104,631,85
674739953134403584,1075,375
674743008475090944,1365,535
674752233200820224,1429,449
674754018082705410,1336,431
674764817387900928,776,230
674767892831932416,1786,760
674774481756377088,1089,455
674781762103414784,1957,1161
674788554665512960,798,203
674790488185167872,1076,242
674793399141146624,2452,1062
674800520222154752,2944,829
674805413498527744,840,344
674999807681908736,2196,1076
675003128568291329,1528,455
675006312288268288,961,218
675015141583413248,2640,1155
675047298674663426,1041,318
675109292475830276,2735,1103
675111688094527488,942,245
675113801096802304,1906,765
675135153782571009,1275,471
675145476954566656,2090,872
675146535592706048,1157,289
675147105808306176,920,228
675149409102012420,3661,1637
675153376133427200,6126,2517
675166823650848770,3510,1551
675334060156301312,2711,1252
675349384339542016,3836,2212
675354435921575936,31880,16411
675362609739206656,1024,226
675372240448454658,1653,503
675432746517426176,1486,553
675483430902214656,1810,958
675489971617296384,1267,582
675497103322386432,3078,1262
675501075957489664,16820,5697
675517828909424640,1261,454
675522403582218240,1015,282
675531475945709568,1159,372
675534494439489536,1787,403
675706639471788032,631,93
675707330206547968,1936,668
675710890956750848,1856,796
675740360753160193,1147,335
675781562965868544,1603,457
675798442703122432,10079,3343
675820929667219457,1032,230
675822767435051008,1492,523
675845657354215424,2231,861
675853064436391936,2647,1264
675870721063669760,1600,553
675878199931371520,4110,1372
675888385639251968,2343,938
675891555769696257,2093,834
675898130735476737,1585,561
676089483918516224,1288,427
676098748976615425,2956,1398
676101918813499392,2780,1144
676146341966438401,1885,649
676191832485810177,2243,1011
676215927814406144,1716,563
676219687039057920,75247,30531
676237365392908289,1194,283
676263575653122048,2051,534
676430933382295552,1380,340
676440007570247681,1696,650
676470639084101634,11440,4594
676496375194980353,1501,523
676533798876651520,1842,545
676575501977128964,2548,1099
676582956622721024,1183,271
676588346097852417,2286,770
676603393314578432,1146,376
676606785097199616,1866,428
676613908052996102,1068,197
676617503762681856,2854,947
676776431406465024,4932,1992
676811746707918848,1403,416
676819651066732545,1793,655
676821958043033607,22652,15353
676864501615042560,2078,699
676897532954456065,2222,710
676936541936185344,12576,4848
676942428000112642,2050,739
676946864479084545,1712,364
676948236477857792,2150,850
676949632774234114,1290,390
676957860086095872,2216,799
676975532580409345,2746,1051
677187300187611136,2717,906
677228873407442944,3515,1623
677269281705472000,1968,700
677301033169788928,1228,394
677314812125323265,1626,524
677328882937298944,3602,1485
677331501395156992,1076,233
677334615166730240,1331,281
677530072887205888,1055,224
677547928504967168,6869,3617
677557565589463040,2420,1133
677565715327688705,1286,457
677573743309385728,2109,695
677644091929329666,1834,788
677662372920729601,1932,946
677673981332312066,3305,1486
677687604918272002,2469,841
677698403548192770,1222,316
677700003327029250,3355,1424
677716515794329600,3027,967
677895101218201600,4793,2047
677918531514703872,1342,402
678021115718029313,13559,6265
678255464182861824,1580,361
678278586130948096,11335,6022
678334497360859136,1298,249
678341075375947776,1723,532
678380236862578688,2424,905
678389028614488064,1860,420
678396796259975168,1590,410
678399652199309312,78663,31472
678410210315247616,4190,1787
678424312106393600,5438,2519
678446151570427904,3976,1528
678643457146150913,2042,402
678675843183484930,2841,1449
678740035362037760,3737,1662
678755239630127104,7072,3253
678764513869611008,1626,468
678767140346941444,3502,1345
678774928607469569,2793,897
678798276842360832,3438,1154
678800283649069056,2554,892
678969228704284672,1644,455
678991772295516161,2289,1154
679047485189439488,2237,661
679062614270468097,16883,8033
679111216690831360,5944,2564
679132435750195208,2962,1143
679148763231985668,2769,1020
679158373988876288,21233,8001
679462823135686656,31482,18718
679475951516934144,2082,633
679503373272485890,3159,1463
679511351870550016,3360,1259
679527802031484928,2636,716
679530280114372609,4790,2072
679722016581222400,1666,462
679729593985699840,2165,818
679736210798047232,2096,785
679777920601223168,3091,1098
679828447187857408,36221,13957
679844490799091713,2365,759
679854723806179328,2853,1225
679862121895714818,2450,619
679877062409191424,1988,645
680070545539371008,2577,866
680085611152338944,12788,8967
680100725817409536,3569,1374
680115823365742593,2719,903
680130881361686529,2291,938
680145970311643136,3612,1740
680161097740095489,2327,733
680176173301628928,3889,1542
680191257256136705,2145,500
680206703334408192,2834,1169
680221482581123072,1465,292
680440374763077632,1450,497
680473011644985345,2548,740
680494726643068929,1716,482
680497766108381184,4237,1908
680583894916304897,3632,1329
680609293079592961,2644,698
680798457301471234,2852,1029
680801747103793152,2380,814
680836378243002368,3463,1316
680889648562991104,1764,362
680913438424612864,2406,622
680934982542561280,2089,435
680940246314430465,3207,1048
680959110691590145,4581,2003
680970795137544192,2425,655
681193455364796417,3697,1482
681231109724700672,2412,486
681242418453299201,1486,527
681261549936340994,1459,268
681281657291280384,3228,1093
681297372102656000,3211,951
681302363064414209,3935,1811
681320187870711809,2649,741
681339448655802368,9292,4077
681523177663676416,14299,5752
681579835668455424,3556,1299
681610798867845120,1913,463
681654059175129088,2644,921
681679526984871937,1777,439
681694085539872773,12797,4050
681891461017812993,2472,816
681981167097122816,2807,1028
682003177596559360,3136,1528
682032003584274432,6576,2007
682047327939461121,3198,932
682059653698686977,4944,1682
682242692827447297,3250,1162
682259524040966145,4146,1205
682303737705140231,3058,977
682389078323662849,1653,462
682393905736888321,2228,671
682406705142087680,7569,1769
682429480204398592,3438,1157
682638830361513985,2072,599
682662431982772225,3064,1079
682697186228989953,1322,357
682750546109968385,1520,441
682788441537560576,2487,1108
682962037429899265,36865,16576
683030066213818368,2166,738
683078886620553216,1991,564
683098815881154561,2166,658
683111407806746624,3408,911
683142553609318400,2872,1043
683357973142474752,2916,914
683391852557561860,7644,2399
683449695444799489,3903,1605
683462770029932544,2429,674
683481228088049664,2654,996
683498322573824003,3184,962
683742671509258241,6493,3307
683773439333797890,3356,1353
683828599284170753,2799,1062
683834909291606017,2628,1112
683849932751646720,2610,965
683852578183077888,1938,345
683857920510050305,3806,1125
684097758874210310,4124,1430
684122891630342144,2012,466
684177701129875456,2017,663
684188786104872960,3493,1171
684195085588783105,1915,511
684200372118904832,2156,1034
684222868335505415,3824,1370
684225744407494656,1231,207
684241637099323392,8145,3284
684460069371654144,1980,559
684481074559381504,3891,1165
684538444857667585,2648,947
684567543613382656,3024,1213
684594889858887680,8923,3505
684800227459624960,2739,1007
684880619965411328,2099,815
684902183876321280,1877,530
684914660081053696,3514,1453
684926975086034944,3501,461
684940049151070208,3216,1047
684959798585110529,6832,3124
685169283572338688,4120,1428
685198997565345792,2344,667
685268753634967552,3108,1196
685307451701334016,2076,442
685315239903100929,3327,1049
685321586178670592,2657,641
685325112850124800,9480,3965
685532292383666176,3035,1158
685547936038666240,32994,15647
685641971164143616,2942,781
685663452032069632,3244,1459
685667379192414208,2365,563
685906723014619143,7518,2890
685943807276412928,1633,594
685973236358713344,2103,523
686003207160610816,1835,626
686007916130873345,2495,412
686034024800862208,3096,1142
686050296934563840,2223,726
686358356425093120,2190,669
686377065986265092,2214,568
686386521809772549,3261,879
686606069955735556,1889,542
686618349602762752,3709,1362
686683045143953408,2822,803
686730991906516992,4146,1196
686749460672679938,3473,1451
686947101016735744,8638,3185
687096057537363968,2249,601
687102708889812993,2347,979
687109925361856513,5807,2458
687124485711986689,2167,503
687127927494963200,5451,2275
687312378585812992,4360,1900
687317306314240000,20176,9168
687460506001633280,2064,541
687476254459715584,1990,532
687480748861947905,1601,240
687494652870668288,1896,576
687664829264453632,1939,510
687704180304273409,2428,843
687807801670897665,2399,717
687818504314159109,2493,943
687826841265172480,2751,1119
688064179421470721,1738,361
688116655151435777,2835,773
688179443353796608,2142,582
688211956440801280,2243,828
688385280030670848,9308,4482
688519176466644993,2318,726
688547210804498433,2606,700
688789766343622656,2217,663
688804835492233216,966,191
688828561667567616,1385,371
688894073864884227,2247,692
688898160958271489,2096,783
688908934925697024,2119,770
688916208532455424,2733,873
689143371370250240,2024,511
689154315265683456,3082,1004
689275259254616065,1148,243
689280876073582592,1979,712
689283819090870273,3273,1101
689289219123089408,2261,943
689517482558820352,3405,1427
689557536375177216,2048,456
689599056876867584,11669,5529
689623661272240129,2234,639
689659372465688576,10381,3872
689661964914655233,3215,927
689835978131935233,2171,742
689877686181715968,3042,1163
689905486972461056,2438,698
689977555533848577,1375,447
689999384604450816,1422,369
690005060500217858,3667,1686
690015576308211712,2495,730
690021994562220032,2798,1031
690248561355657216,1678,415
690360449368465409,2674,878
690374419777196032,3254,848
690400367696297985,1893,452
690597161306841088,1957,602
690649993829576704,1305,280
690690673629138944,2339,815
690728923253055490,2183,514
690735892932222976,3782,1269
690932576555528194,3289,1023
690938899477221376,4097,1963
690959652130045952,3580,1249
691090071332753408,1722,336
691096613310316544,2962,877
691321916024623104,2563,661
691416866452082688,19329,7624
691444869282295808,2653,845
691459709405118465,4050,1137
691483041324204033,2397,563
691675652215414786,1962,509
691756958957883396,2867,1002
691820333922455552,3962,1661
692017291282812928,2883,957
692142790915014657,1651,394
692158366030913536,2151,790
692187005137076224,2530,818
692417313023332352,9364,3470
692530551048294401,1836,416
692535307825213440,3182,1365
692568918515392513,4365,1534
692752401762250755,6827,3638
692828166163931137,2878,881
692894228850999298,2274,809
692901601640583168,1771,601
692905862751522816,2430,865
692919143163629568,2678,753
693095443459342336,1860,462
693109034023534592,1721,612
693155686491000832,7882,3208
693231807727280129,2871,733
693262851218264065,2219,498
693280720173801472,3349,1234
693486665285931008,1783,635
693590843962331137,5060,1956
693622659251335168,1542,374
693629975228977152,2447,793
693642232151285760,2542,411
693647888581312512,2688,584
693942351086120961,1744,369
694001791655137281,3410,1023
694183373896572928,2951,923
694206574471057408,4162,2031
694329668942569472,2013,501
694352839993344000,2042,615
694356675654983680,1503,287
694669722378485760,35835,14396
694905863685980160,2756,938
695051054296211456,2663,787
695064344191721472,1606,591
695074328191332352,2847,1098
695095422348574720,2634,613
695314793360662529,3633,1452
695409464418041856,8669,3573
695446424020918272,4399,1810
695629776980148225,4561,2098
695767669421768709,1867,747
695794761660297217,3161,766
695816827381944320,3020,1168
696405997980676096,3211,1155
696488710901260288,2537,1018
696713835009417216,2371,651
696754882863349760,1482,361
696877980375769088,2440,711
696886256886657024,4870,1804
696894894812565505,2346,674
696900204696625153,3181,1018
697242256848379904,2520,670
697255105972801536,3039,1165
697259378236399616,3301,1004
697270446429966336,4697,1876
697463031882764288,3426,1397
697482927769255936,2419,673
697575480820686848,2042,498
697596423848730625,3024,1261
697616773278015490,3171,1014
697881462549430272,3016,1181
697943111201378304,2395,681
697990423684476929,3296,1297
697995514407682048,1519,332
698178924120031232,2815,737
698195409219559425,16765,5968
698262614669991936,4758,2001
698342080612007937,2269,952
698355670425473025,1863,449
698549713696649216,2331,624
698635131305795584,1298,338
698703483621523456,1447,379
698710712454139905,2468,681
698907974262222848,2550,625
698953797952008193,2690,898
698989035503689728,3350,971
699036661657767936,2611,1198
699072405256409088,2985,1193
699079609774645248,2459,655
699088579889332224,2251,633
699323444782047232,3157,861
699370870310113280,1891,444
699413908797464576,2083,624
699423671849451520,1367,326
699434518667751424,2170,515
699446877801091073,5956,2611
699691744225525762,10279,4613
699775878809702401,1966,604
699779630832685056,2746,1230
699788877217865730,2235,508
699801817392291840,3069,954
700002074055016451,3328,1342
700029284593901568,2077,583
700062718104104960,2654,690
700143752053182464,7535,2719
700151421916807169,2237,672
700167517596164096,2633,733
700462010979500032,4132,1784
700505138482569216,2293,573
700518061187723268,2619,796
700747788515020802,22843,9322
700796979434098688,2442,940
700847567345688576,2460,500
700864154249383937,2595,621
700890391244103680,2211,566
701214700881756160,12211,5097
701545186879471618,2664,610
701570477911896070,2819,923
701601587219795968,2088,452
701889187134500865,3555,1388
701952816642965504,3848,1022
701981390485725185,3454,990
702217446468493312,4781,1334
702276748847800320,2465,764
702321140488925184,3274,1042
702539513671897089,2885,961
702598099714314240,12232,3431
702671118226825216,2204,556
702684942141153280,3225,1074
702932127499816960,2587,728
703041949650034688,26356,12493
703079050210877440,7398,3077
703268521220972544,1974,548
703356393781329922,1918,383
703382836347330562,3515,1144
703407252292673536,2449,694
703425003149250560,3811,1361
703611486317502464,3860,1525
703631701117943808,2584,679
703769065844768768,3279,1141
703774238772166656,1841,459
704054845121142784,2926,914
704113298707505153,1850,571
704347321748819968,1580,351
704364645503647744,8006,3547
704480331685040129,3394,1062
704499785726889984,2924,1013
704761120771465216,6635,2911
704819833553219584,2647,988
704847917308362754,5079,1526
704859558691414016,2255,540
704871453724954624,4273,1113
705066031337840642,2181,618
705102439679201280,2145,517
705223444686888960,2592,798
705239209544720384,3005,747
705428427625635840,3816,1682
705442520700944385,4428,1622
705475953783398401,2958,914
705591895322394625,3166,1151
705786532653883392,1940,519
705898680587526145,2363,549
705970349788291072,3166,893
705975130514706432,3101,732
706166467411222528,5161,1598
706265994973601792,2739,934
706291001778950144,1698,476
706310011488698368,21320,7911
706346369204748288,3450,926
706516534877929472,3104,1030
706538006853918722,3472,1423
706593038911545345,2153,630
706644897839910912,2573,1087
706681918348251136,3304,971
706901761596989440,2062,590
707014260413456384,2318,596
707021089608753152,4080,1356
707038192327901184,2185,790
707059547140169728,2593,671
707297311098011648,2769,781
707315916783140866,2473,636
707377100785885184,3277,1087
707387676719185920,3495,1286
707411934438625280,2299,597
707420581654872064,2278,697
707610948723478529,16980,6349
707693576495472641,3414,992
707741517457260545,2487,613
707776935007539200,3281,953
707969809498152960,2701,961
707995814724026368,3131,1120
708026248782585858,4383,1926
708109389455101952,1944,547
708119489313951744,2687,978
708130923141795840,3385,849
708149363256774660,4277,1546
708349470027751425,2343,738
708356463048204288,3580,1315
708469915515297792,3092,810
708479650088034305,2546,677
708711088997666817,2540,718
708738143638450176,2741,807
708810915978854401,16467,6911
708834316713893888,1684,495
708845821941387268,2987,897
709042156699303936,4737,1627
709158332880297985,2033,412
709198395643068416,2426,641
709207347839836162,12549,5789
709225125749587968,2405,570
709409458133323776,2617,684
709449600415961088,2227,567
709519240576036864,1493,236
709556954897764353,3293,1068
709566166965075968,3551,1204
709852847387627521,3524,1200
709901256215666688,668,99
709918798883774466,3479,1077
710117014656950272,5492,1989
710140971284037632,2759,874
710153181850935296,2905,884
710269109699739648,2391,1118
710272297844797440,4525,1242
710283270106132480,2145,517
710588934686908417,4529,1862
710658690886586372,2311,556
710833117892898816,2678,533
710844581445812225,2542,687
710997087345876993,4559,1377
711008018775851008,2992,611
711306686208872448,3310,731
711363825979756544,3645,1133
711652651650457602,3850,909
711694788429553666,32800,18279
711732680602345472,8827,4100
711743778164514816,2835,976
711968124745228288,8048,2293
711998809858043904,0,125
712065007010385924,2265,620
712085617388212225,3265,484
712092745624633345,2940,883
712097430750289920,3776,1026
712438159032893441,5318,1557
712668654853337088,4168,1209
712717840512598017,12315,4967
712809025985978368,18509,6676
713175907180089344,4447,1468
713177543487135744,7200,2822
713411074226274305,4426,1292
713761197720473600,4860,1373
713900603437621249,2833,739
713919462244790272,3288,783
