tweet_id,fav_count,retweet_count
714141408463036416,4301,1394
714214115368108032,2271,869
714251586676113411,3274,830
714258258790387713,3032,715
714606013974974464,3626,925
714631576617938945,3277,994
714957620017307648,4115,1403
714982300363173890,3724,1032
715009755312439296,4149,1222
715200624753819648,5124,1877
715220193576927233,2417,647
715342466308784130,3033,688
715360349751484417,5457,1563
715680795826982913,4299,1609
715696743237730304,3898,1283
715733265223708672,4643,1680
715928423106027520,3190,876
716080869887381504,6729,1900
716285507865542656,2759,1057
716439118184652801,2371,207
716791146589110272,8122,1569
716802964044845056,4272,1168
717009362452090881,3246,961
717047459982213120,6273,1922
717421804990701568,3153,843
717537687239008257,5767,1848
717790033953034240,2876,1109
717841801130979328,2461,603
718234618122661888,3855,990
718246886998687744,1921,501
718454725339934721,4840,1502
718460005985447936,2695,523
718540630683709445,2446,1012
718613305783398402,2428,479
718631497683582976,18806,8010
718939241951195136,5236,1752
718971898235854848,3476,1072
719332531645071360,3416,949
719339463458033665,4419,1229
719367763014393856,2794,740
719551379208073216,5050,1901
719704490224398336,4528,1426
719991154352222208,4828,1732
720043174954147842,4892,1998
720059472081784833,3862,1112
720340705894408192,2870,972
720389942216527872,6359,2497
720415127506415616,4118,1494
720775346191278080,2462,662
720785406564900865,3107,763
721001180231503872,2516,608
721503162398597120,4611,1840
722613351520608256,4963,1629
722974582966214656,4085,1558
723179728551723008,5290,1859
723673163800948736,3008,884
723688335806480385,7663,2932
723912936180330496,3875,1231
724004602748780546,4167,1546
724046343203856385,2652,555
724049859469295616,4316,1767
724405726123311104,5259,1640
724771698126512129,2352,636
724983749226668032,3721,1307
725729321944506368,5200,1776
725786712245440512,4156,1364
725842289046749185,7066,2664
726224900189511680,4415,1142
726828223124897792,3558,1001
726887082820554753,3833,1516
726935089318363137,6866,2452
727175381690781696,3900,1379
727286334147182592,3042,808
727314416056803329,3332,741
727524757080539137,4468,1215
727644517743104000,5878,1744
727685679342333952,2954,637
728015554473250816,4105,1102
728035342121635841,4560,1657
728046963732717569,4298,1193
728387165835677696,3687,957
728409960103686147,4908,1999
728653952833728512,3302,1031
728751179681943552,2766,679
728760639972315136,4679,1694
728986383096946689,3140,818
729113531270991872,1880,322
729463711119904772,5787,2312
729823566028484608,3968,1240
729838605770891264,1728,381
729854734790754305,4026,1125
730196704625098752,4850,1900
730211855403241472,3808,1058
730427201120833536,3482,1047
730573383004487680,4898,2125
730924654643314689,6135,1967
731156023742988288,3840,1265
731285275100512256,3487,989
732005617171337216,14891,5399
732375214819057664,8084,2508
732585889486888962,3659,778
732726085725589504,3544,887
732732193018155009,2440,536
733109485275860992,50177,16853
733460102733135873,4195,1280
733482008106668032,3142,952
733822306246479872,3673,1019
733828123016450049,3574,781
734776360183431168,2504,544
734787690684657664,12536,6269
734912297295085568,2748,525
735137028879360001,3127,967
735256018284875776,3333,884
735274964362878976,13012,5032
735635087207878657,6171,2346
735648611367784448,4028,1103
735991953473572864,3595,1151
736010884653420544,7891,2991
736225175608430592,8130,2782
736365877722001409,3977,1247
736736130620620800,4268,1732
737310737551491075,14680,7428
737322739594330112,3615,812
737445876994609152,10265,4459
737678689543020544,5046,1319
737800304142471168,9991,3452
737826014890496000,5276,1769
738156290900254721,2513,646
738166403467907072,8788,3355
738184450748633089,4319,1206
738402415918125056,3250,840
738537504001953792,5095,1544
738883359779196928,3309,791
738885046782832640,3776,1142
739238157791694849,115884,57945
739485634323156992,7164,2926
739544079319588864,39582,21274
739606147276148736,5385,1658
739844404073074688,3812,854
739932936087216128,4061,1073
739979191639244800,19997,5920
740214038584557568,6698,1966
740359016048689152,3303,869
740365076218183684,2466,431
740373189193256964,35057,13326
740676976021798912,18210,6829
740699697422163968,2858,787
740711788199743490,3410,939
740995100998766593,6380,2752
741067306818797568,9525,3105
741303864243200000,8794,3212
741438259667034112,3687,839
741743634094141440,8184,2761
741793263812808706,4547,1512
742150209887731712,5145,1555
742161199639494656,4351,1379
742385895052087300,6820,1973
742423170473463808,9841,3784
742465774154047488,7269,3911
742528092657332225,4432,1984
743210557239623680,3847,1368
743222593470234624,6230,1904
743253157753532416,4239,1228
743510151680958465,7936,3729
743545585370791937,3533,941
743595368194129920,18452,6556
743609206067040256,4488,1383
743895849529389061,3653,963
743980027717509120,4188,1097
744234799360020481,156910,78190
744334592493166593,6813,2120
744709971296780288,5630,1566
744971049620602880,7908,2699
744995568523612160,2972,624
745057283344719872,7276,2273
745314880350101504,7215,2762
745422732645535745,8600,2444
745433870967832576,7107,2546
745712589599014916,7032,2340
745789745784041472,4047,1070
746056683365994496,3566,812
746131877086527488,6936,2209
746369468511756288,6202,1634
746507379341139972,4679,1085
746726898085036033,6075,1804
746790600704425984,4897,1610
746818907684614144,5335,1747
746872823977771008,6012,2138
746906459439529985,2906,298
747103485104099331,9609,3975
747204161125646336,3390,926
747219827526344708,5284,1579
747461612269887489,3897,1045
747512671126323200,5575,1619
747594051852075008,3698,1058
747600769478692864,2342,555
747816857231626240,4880,1169
747844099428986880,2835,750
747885874273214464,2963,981
747933425676525569,6630,2554
747963614829678593,5805,2154
748307329658011649,3691,715
748324050481647620,3697,764
748346686624440324,5250,1229
748568946752774144,2208,671
748575535303884801,6114,1984
748692773788876800,4269,1338
748699167502000129,4776,1597
748705597323898880,2791,955
748932637671223296,5855,2269
748977405889503236,10836,3408
749036806121881602,3112,798
749064354620928000,4842,1535
749317047558017024,5535,2245
749395845976588288,8627,3458
749403093750648834,2642,539
749417653287129088,6148,1652
749774190421639168,4686,1324
749981277374128128,5155,2481
749996283729883136,3086,823
750011400160841729,3263,909
750026558547456000,2736,795
750041628174217216,3207,624
750056684286914561,3182,901
750071704093859840,7893,3365
750086836815486976,2186,540
750101899009982464,3060,851
750117059602808832,4363,1323
750132105863102464,3642,1303
750147208377409536,3127,968
750383411068534784,4590,1156
750429297815552001,13277,4313
750506206503038976,4473,1150
750719632563142656,13287,5084
750868782890057730,4831,1379
751132876104687617,5113,1309
751205363882532864,6376,1836
751251247299190784,12623,5925
751456908746354688,3249,1010
751538714308972544,5080,1275
751583847268179968,4434,1116
751598357617971201,7992,3064
751830394383790080,5856,1965
751937170840121344,5237,1347
752173152931807232,6013,1856
752309394570878976,0,16411
752334515931054080,3845,1100
752519690950500352,7429,3465
752660715232722944,4418,1571
752682090207055872,6052,1606
752917284578922496,6985,1596
753026973505581056,3951,977
753294487569522689,3408,1053
753375668877008896,7721,2348
753398408988139520,5811,1924
753420520834629632,7984,3603
753655901052166144,5886,2187
754120377874386944,7951,2378
754449512966619136,3787,736
754482103782404096,5353,1972
754747087846248448,2611,527
754856583969079297,6972,2551
754874841593970688,0,8001
755110668769038337,21415,11210
755206590534418437,16605,5408
755955933503782912,7405,2910
756275833623502848,6488,1550
756288534030475264,43176,17630
756303284449767430,3981,1105
756526248105566208,10517,3623
756651752796094464,5118,1319
756939218950160384,6721,2031
756998049151549440,6358,2002
757354760399941633,4564,1436
757393109802180609,5879,1755
757400162377592832,15299,6928
757596066325864448,4374,1071
757597904299253760,0,301
757611664640446465,4604,1116
757725642876129280,4588,1225
757729163776290825,0,8033
757741869644341248,6943,3286
758041019896193024,2730,380
758355060040593408,3431,1092
758405701903519748,5256,1931
758467244762497024,4842,2241
758474966123810816,3847,1014
758740312047005698,5792,1626
758828659922702336,11341,3875
758854675097526272,3595,907
759047813560868866,6559,2049
759099523532779520,14680,4218
759159934323924993,0,1170
759197388317847553,6139,1970
759447681597108224,8576,2477
759557299618865152,4755,1200
759793422261743616,6030,1938
759846353224826880,6804,2002
759923798737051648,14835,5718
760190180481531904,5752,1826
760252756032651264,3982,879
760290219849637889,27130,11648
760539183865880579,7653,3669
760641137271070720,5032,1316
760656994973933572,6665,1931
760893934457552897,3858,989
761004547850530816,11462,3517
761227390836215808,5374,1587
761292947749015552,4539,1096
761334018830917632,5250,1468
761371037149827077,0,18279
761599872357261312,4176,1200
761672994376806400,50088,29459
761745352076779520,4316,874
761750502866649088,0,3965
761976711479193600,5477,2034
762035686371364864,32292,15733
762316489655476224,4859,1137
762464539388485633,10429,4230
762471784394268675,11352,6508
762699858130116608,12287,3665
763103485927849985,7449,2319
763183847194451968,5444,1490
763837565564780549,12751,4208
764259802650378240,6091,1523
764857477905154048,6536,1797
765222098633691136,11782,3439
765371061932261376,7161,2194
765395769549590528,26906,3421
765669560888528897,5256,1243
765719909049503744,7328,2177
766008592277377025,3796,503
766069199026450432,4289,865
766078092750233600,0,2664
766313316352462849,6882,1913
766423258543644672,6080,1612
766693177336135680,4070,811
766793450729734144,5143,1371
767122157629476866,10310,2902
767191397493538821,12468,3818
767500508068192258,7601,2375
767754930266464257,16235,5471
767884188863397888,4811,1405
768193404517830656,11027,3594
768473857036525572,13820,3480
768596291618299904,5111,1298
768609597686943744,4185,1224
768855141948723200,4263,901
768970937022709760,14582,6607
769212283578875904,5481,1753
769695466921623552,6508,1698
769940425801170949,31850,9712
770069151037685760,7701,2329
770093767776997377,0,3105
770293558247038976,6342,1505
770414278348247044,6417,2133
770655142660169732,7449,1797
770772759874076672,5262,1436
770787852854652928,5007,1218
771014301343748096,6993,1682
771102124360998913,6341,1463
771136648247640064,9287,2974
771171053431250945,0,7607
771380798096281600,10657,5173
771500966810099713,8391,2650
771770456517009408,12192,3446
772102971039580160,4064,953
772114945936949249,2768,475
772117678702071809,3833,751
772152991789019136,3868,1149
772193107915964416,6144,1418
772581559778025472,6612,1721
772615324260794368,0,3439
772826264096874500,8194,2392
772877495989305348,8716,3946
773191612633579521,10157,4218
773247561583001600,9616,3297
773308824254029826,23687,7594
773547596996571136,22473,6280
773670353721753600,5434,1335
773704687002451968,6713,1657
773922284943896577,6506,1778
773985732834758656,10918,3946
774314403806253056,22143,5626
774639387460112384,6858,1758
774757898236878852,8743,1820
775085132600442880,15835,4819
775364825476165632,7529,3024
775729183532220416,13188,4675
775733305207554048,14094,4057
775842724423557120,11921,2706
775898661951791106,0,16853
776088319444877312,1877,154
776113305656188928,11983,4435
776201521193218049,9792,2556
776218204058357768,30446,16179
776477788987613185,8991,2834
776813020089548800,4960,1234
776819012571455488,0,13957
777189768882946048,14531,4379
777621514455814149,8918,2548
777641927919427584,0,4313
777684233540206592,11439,2985
777885040357281792,6468,1654
778027034220126208,6671,1649
778039087836069888,8654,2696
778286810187399168,10575,3362
778383385161035776,5955,1123
778396591732486144,0,12493
778408200802557953,13877,4428
778624900596654080,4724,1029
778650543019483137,5882,1536
778748913645780993,7021,1340
778990705243029504,20366,7365
779056095788752897,15067,4612
779377524342161408,8983,3172
779834332596887552,19283,7203
780192070812196864,8875,2295
780459368902959104,5400,1100
780476555013349377,0,116
780496263422808064,0,3784
780543529827336192,6434,1775
780601303617732608,12351,3414
780800785462489090,5606,1326
780858289093574656,7332,2048
780931614150983680,22078,7471
781163403222056960,10010,2796
781251288990355457,8596,2122
781524693396357120,21166,5683
781661882474196992,10656,2780
781955203444699136,11364,3450
782021823840026624,0,6349
782305867769217024,16994,5703
782598640137187329,7965,1916
782722598790725632,17652,5511
782747134529531904,7636,1439
782969140009107456,24626,7542
783085703974514689,8326,2249
783334639985389568,29754,11950
783347506784731136,0,5673
783391753726550016,17249,5615
783466772167098368,8640,2300
783695101801398276,10681,3289
783821107061198850,7511,2017
783839966405230592,30678,11031
784431430411685888,5825,1305
784517518371221505,9175,2596
784826020293709826,10351,3320
785170936622350336,12309,4955
785264754247995392,7423,1680
785533386513321988,9305,2041
785639753186217984,8016,2290
785872687017132033,6850,1863
785927819176054784,11644,3260
786036967502913536,0,7203
786233965241827333,15610,4870
786363235746385920,11140,3600
786595970293370880,9648,3194
786664955043049472,10854,2622
786709082849828864,18676,6260
786963064373534720,27223,8177
787322443945877504,7970,1786
787397959788929025,11138,2911
787717603741622272,10496,2856
787810552592695296,8836,3135
788039637453406209,6269,1355
788070120937619456,0,3517
788150585577050112,6264,1321
788178268662984705,7397,2148
788412144018661376,15926,5412
788765914992902144,28003,10598
788908386943430656,28066,12784
789137962068021249,9948,2876
789268448748703744,9324,2674
789530877013393408,12017,3469
789599242079838210,6927,1976
789628658055020548,7679,1821
789986466051088384,9485,2373
790277117346975746,12864,3256
790337589677002753,8014,1926
790581949425475584,21155,7357
790698755171364864,8420,1980
790723298204217344,0,2373
790946055508652032,17052,4815
790987426131050500,10078,2192
791026214425268224,0,4208
791312159183634433,8995,2608
791406955684368384,13455,4234
791672322847637504,12040,3220
792050063153438720,7334,1852
792394556390137856,13788,4413
792773781206999040,7535,1728
792883833364439040,11594,4384
792913359805018113,14697,4084
793120401413079041,13009,4027
793135492858580992,6612,2557
793150605191548928,6345,1746
793165685325201412,9664,2859
793180763617361921,7122,2061
793195938047070209,15680,5793
793210959003287553,9154,2874
793226087023144960,10091,2946
793241302385262592,10791,3386
793256262322548741,20485,8579
793271401113350145,8920,2460
793286476301799424,25222,9419
793500921481273345,10944,2442
793601777308463104,8182,1673
793614319594401792,0,3220
793845145112371200,9461,1921
793962221541933056,17260,5029
794205286408003585,9450,3404
794332329137291264,9821,2747
794355576146903043,0,10598
794926597468000259,10520,2375
794983741416415232,0,3469
795076730285391872,16613,5582
795400264262053889,10324,2956
795464331001561088,50881,24337
796031486298386433,11074,3815
796080075804475393,8669,2381
796116448414461957,9336,2484
796149749086875649,33081,14693
796177847564038144,0,14693
796387464403357696,11288,4271
796484825502875648,7771,1810
796759840936919040,12137,3133
796865951799083009,7881,1967
797236660651966464,20447,6776
797545162159308800,14914,5002
797971864723324932,11904,3196
798209839306514432,10687,2627
798340744599797760,0,3446
798628517273620480,0,2029
798644042770751489,0,1905
798665375516884993,0,4019
798673117451325440,0,5697
798694562394996736,0,5097
798697898615730177,0,6676
798925684722855936,7671,1479
798933969379225600,13425,4596
799063482566066176,8273,2528
799297110730567681,10145,2840
799422933579902976,8255,1974
799757965289017345,8610,2218
799774291445383169,0,4819
800018252395122689,29102,13538
800141422401830912,15677,2620
800388270626521089,11428,2882
800443802682937345,0,4435
800459316964663297,9744,2232
800513324630806528,13471,3073
800751577355128832,10814,2869
801115127852503040,8279,2162
801167903437357056,25104,6093
801285448605831168,6211,848
801538201127157760,8423,2122
801958328846974976,7934,1757
802239329049477120,9298,2696
802265048156610565,6940,1415
802323869084381190,16615,5996
802572683846291456,9150,2578
802624713319034886,0,2985
802952499103731712,9241,2066
803276597545603072,10276,2525
803380650405482500,7966,1914
803638050916102144,11222,4251
803692223237865472,0,7624
803773340896923648,10312,2821
804026241225523202,45603,16608
804413760345620481,0,3320
804738756058218496,14028,3925
805207613751304193,8020,1760
805487436403003392,9008,2588
805520635690676224,5890,1708
805826884734976000,6733,1879
805932879469572096,8476,1968
805958939288408065,0,5511
806219024703037440,6591,1222
806242860592926720,0,11950
806542213899489280,10474,2418
806629075125202948,76560,35657
807010152071229440,13381,3959
807059379405148160,0,7542
807106840509214720,121190,57015
807621403335917568,14936,3730
808001312164028416,12844,3624
808106460588765185,8999,2263
808134635716833280,0,6093
808501579447930884,11571,2678
808733504066486276,8101,2223
808838249661788160,10352,3124
809084759137812480,13563,3617
809220051211603969,20403,5754
809448704142938112,7099,1501
809808892968534016,0,5029
809920764300447744,15890,4040
810254108431155201,15048,3456
810284430598270976,36111,11604
810657578271330305,11235,2720
810896069567610880,9230,1814
810984652412424192,5468,1472
811386762094317568,21406,6551
811627233043480576,13077,3161
811744202451197953,7718,1638
811985624773361665,7430,1439
812372279581671427,13973,3757
812466873996607488,8156,1986
812503143955202048,6207,1253
812709060537683968,6772,1467
812781120811126785,7757,1952
813051746834595840,21445,7540
813066809284972545,8143,2000
813081950185472002,10112,2839
813096984823349248,10798,3701
813112105746448384,10546,2807
813127251579564032,12124,3207
813142292504645637,8658,2438
813157409116065792,7950,2268
813172488309972993,9480,1977
813187593374461952,20328,4470
813202720496779264,9439,1850
813217897535406080,19046,7476
813800681631023104,8500,1808
813812741911748608,37199,14317
813910438903693312,9501,1915
813944609378369540,0,3256
814153002265309185,29399,8890
814530161257443328,8829,1909
814638523311648768,11506,2768
814986499976527872,7813,1309
815390420867969024,10583,3893
815639385530101762,8390,1683
815736392542261248,10053,2323
815966073409433600,22854,8655
815990720817401858,5057,1049
816014286006976512,0,5399
816091915477250048,9103,2190
816336735214911488,8783,1990
816450570814898180,31085,8268
816697700272001025,9999,2242
816816676327063552,10221,2082
816829038950027264,0,4815
817056546584727552,8766,1679
817120970343411712,12444,2658
817171292965273600,8946,2069
817181837579653120,0,8655
817415592588222464,5712,972
817423860136083457,34536,15069
817536400337801217,11978,3032
817777686764523521,10943,2746
817827839487737858,52693,27640
818145370475810820,12528,2623
818259473185828864,11240,2322
818536468981415936,11109,2517
818588835076603904,0,6280
818614493328580609,10033,2617
818627210458333184,22797,7685
819004803107983360,88445,37596
819006400881917954,46088,19327
819015331746349057,0,19327
819015337530290176,0,37596
819227688460238848,23493,6863
819347104292290561,7352,1232
819588359383371776,9812,2030
819711362133872643,13642,3173
819924195358416896,13113,4963
819952236453363712,5417,1202
820078625395449857,20167,6412
820314633777061888,3401,573
820446719150292993,0,2620
820690176645140481,12418,3292
820749716845686786,32098,10089
821044531881721856,12868,2323
821107785811234820,9755,2176
821149554670182400,8799,2031
821407182352777218,11985,4431
821522889702862852,8160,1800
821765923262631936,8558,1686
821813639212650496,0,3414
821886076407029760,11504,2353
822244816520155136,35514,10057
822462944365645825,28530,14599
822489057087389700,18437,6525
822610361945911296,15057,3011
822647212903690241,0,6525
822859134160621569,13495,2327
822872901745569793,133629,44043
822975315408461824,17564,3514
823269594223824897,0,10057
823322678127919110,15967,4096
823581115634085888,13224,2671
823699002998870016,14183,2561
823939628516474880,10776,2751
824297048279236611,15281,3932
824325613288833024,11983,10678
824663926340194305,10245,1771
824775126675836928,15157,3576
824796380199809024,0,5582
825026590719483904,6398,1284
825147591692263424,18560,4612
825535076884762624,57543,17778
825829644528148480,12903,2522
825876512159186944,10613,1902
826115272272650244,15862,3182
826204788643753985,4944,938
826240494070030336,13472,2645
826476773533745153,18654,4258
826598365270007810,10178,2380
826848821049180160,36822,10318
826958653328592898,21846,5088
827199976799354881,10704,2257
827324948884643840,16054,3103
827600520311402496,7528,955
827653905312006145,15671,3057
827933404142436356,20349,5315
828011680017821696,10468,2172
828046555563323392,11907,2913
828372645993398273,12698,2982
828376505180889089,7463,1087
828381636999917570,12740,2243
828408677031882754,7766,1306
828409743546925057,6424,1179
828650029636317184,9625,1367
828708714936930305,36918,11322
828770345708580865,25870,5938
829011960981237760,53699,16492
829141528400556032,24679,7445
829449946868879360,10565,2051
829501995190984704,32107,10726
829861396166877184,12359,1975
829878982036299777,0,5088
830097400375152640,9910,2984
830583320585068544,67540,16970
830956169170665475,8063,1514
831262627380748289,12030,2068
831309418084069378,11870,2485
831315979191906304,6607,1135
831322785565769729,9357,1569
831552930092285952,9068,2333
831650051525054464,7219,1949
831670449226514432,10544,1842
831911600680497154,27869,6574
831939777352105988,24236,6199
832032802820481025,18037,4704
832040443403784192,0,9712
832215726631055365,0,9419
832273440279240704,11452,2360
832369877331693569,17334,3218
832397543355072512,12065,2236
832636094638288896,15977,2815
832757312314028032,16991,3655
832769181346996225,0,39
832998151111966721,13379,2219
833124694597443584,20353,4885
833479644947025920,14959,2070
833722901757046785,20960,3249
833826103416520705,18184,3801
833863086058651648,13513,2424
834086379323871233,13171,2225
834167344700198914,15944,3685
834209720923721728,20748,4792
834458053273591808,9677,1694
834574053763584002,13767,2555
834786237630337024,21483,5534
834931633769889797,10877,1656
835152434251116546,22565,3038
835172783151792128,26340,5799
835264098648616962,7785,1712
835297930240217089,16575,3035
835574547218894849,17899,3644
836001077879255040,19199,4283
836260088725786625,21434,4320
836380477523124226,14842,3004
836677758902222849,12675,2236
836753516572119041,19416,4658
836989968035819520,12830,2294
837110210464448512,16136,2372
837471256429613056,12869,2282
837482249356513284,3860,444
837820167694528512,34279,7884
838083903487373313,17708,3146
838476387338051585,22579,4781
838561493054533637,10982,1341
838916489579200512,0,35
838921590096166913,11191,2071
839239871831150596,27200,6539
839290600511926273,0,144
839549326359670784,27526,7761
839990271299457024,13451,2278
840268004936019968,19299,5741
840370681858686976,16490,4541
840632337062862849,9016,1764
840696689258311684,12307,974
841077006473256960,22898,5298
841314665196081154,15853,4648
841439858740625411,12670,3684
841680585030541313,25721,7789
841833993020538882,0,15069
842115215311396866,13979,3021
842163532590374912,24448,5777
842535590457499648,18090,3493
842765311967449089,6729,1279
842846295480000512,15256,3626
843235543001513987,21486,6001
843604394117681152,16856,2733
843856843873095681,21413,4593
844223788422217728,13614,2185
844580511645339650,16426,3113
844973813909606400,15031,3169
844979544864018432,13584,2541
845306882940190720,23250,5350
845397057150107648,7609,1790
845677943972139009,25087,4756
845812042753855489,29111,8630
846042936437604353,15901,2839
846153765933735936,31457,8970
846514051647705089,44364,11452
846874817362120707,19973,3889
847116187444137987,21332,3146
847157206088847362,19760,5786
847251039262605312,20367,4268
847606175596138505,18630,3386
847842811428974592,5398,1317
847962785489326080,23322,5021
847971574464610304,0,426
848212111729840128,16191,3002
848324959059550208,24493,4554
848690551926992896,24966,4260
849051919805034497,41933,8358
849336543269576704,11305,1876
849412302885593088,15707,3117
849776966551130114,30118,7491
850019790995546112,20189,4796
850145622816686080,16130,3734
850380195714523136,12930,2566
850753642995093505,30424,8980
851224888060895234,20402,5628
851464819735769094,23924,6916
851591660324737024,16042,3413
851861385021730816,0,19
852189679701164033,11284,1554
852226086759018497,19663,6694
852311364735569921,32607,9729
852553447878664193,16030,3394
852672615818899456,14655,2105
852912242202992640,8886,1775
853299958564483072,15211,3467
853639147608842240,34024,9796
853760880890318849,28016,5586
854010172552949760,15902,3066
854120357044912130,31317,7267
854365224396361728,18477,4548
854482394044301312,28660,6676
854732716440526848,22260,5888
855459453768019968,29105,7948
855851453814013952,44559,17396
856282028240666624,27015,6066
856526610513747968,11540,1805
856543823941562368,15875,2775
857029823797047296,18336,3838
857263160327368704,19453,4339
857393404942143489,5716,1574
857746408056729600,33214,10188
857989990357356544,15596,2485
858107933456039936,15260,2783
858471635011153920,20814,4645
858843525470990336,15072,3334
859074603037188101,32709,13016
859196978902773760,86851,28773
859607811541651456,17986,1489
859851578198683649,14888,3345
859924526012018688,18909,3908
860184849394610176,16096,5566
860276583193509888,17720,3334
860524505164394496,22784,5054
860563773140209665,7222,2041
860924035999428608,0,762
861005113778896900,16078,3625
861288531465048066,16528,3925
861383897657036800,34745,10161
862096992088072192,71448,21946
862457590147678208,19673,4674
862722525377298433,16433,3346
862831371563274240,18450,4869
863062471531167744,8128,2299
863079547188785154,8445,1050
863432100342583297,22854,4956
863553081350529029,14650,3957
863907417377173506,19764,3909
864197398364647424,28783,8354
864279568663928832,13976,2847
864873206498414592,30935,8192
865006731092295680,26831,7249
865359393868664832,25365,4711
865718153858494464,24558,5291
866334964761202691,50136,13398
866450705531457537,116861,33099
866686824827068416,18440,3274
867051520902168576,30783,7392
867072653475098625,0,112
867421006826221569,15369,2334
867774946302451713,32425,6886
867900495410671616,23095,3915
868552278524837888,9613,1941
868622495443632128,25446,4959
868880397819494401,62335,13484
869227993411051520,19448,3534
869596645499047938,15212,2914
869702957897576449,26893,5880
869772420881756160,40449,9417
870063196459192321,34739,7746
870308999962521604,20833,3867
870374049280663552,78808,24627
870656317836468226,11755,2459
870804317367881728,31945,5749
871032628920680449,21588,3555
871515927908634625,19133,3228
871762521631449091,19180,3236
871879754684805121,35649,10203
872122724285648897,32530,7496
872486979161796608,38593,8362
872620804844003328,19630,3374
872820683541237760,13953,3441
872967104147763200,25828,5016
873213775632977920,6782,1475
873580283840344065,22903,3628
874012996292530176,32438,9471
874057562936811520,21479,3670
874296783580663808,24625,3787
874680097055178752,26271,4270
875021211251597312,24072,4350
875144289856114688,20684,4521
875747767867523072,23754,3933
876120275196170240,26420,4299
876484053909872640,17716,2182
876838120628539392,19516,3065
877201837425926144,25570,5134
877316821321428993,25844,4776
877556246731214848,21423,3498
877611172832227328,0,73
877736472329191424,74815,17418
878057613040115712,39694,6242
878281511006478336,7297,1185
878776093423087618,18260,3753
879008229531029506,17897,2467
879050749262655488,21255,4304
879376492567855104,15841,2867
879415818425184262,99635,40760
879492040517615616,22122,2925
879862464715927552,21072,3210
880095782870896641,26021,3982
880221127280381952,25421,3816
880465832366813184,26833,5706
880872448815771648,20048,3511
880935762899988482,16077,2554
881268444196462592,21878,4827
881536004380872706,46564,14636
881666595344535552,47680,9787
881906580714921986,22906,3114
882045870035918850,27606,4485
882268110199369728,42209,10607
882627270321602560,26342,5571
882762694511734784,26626,4481
882992080364220416,22491,3567
883117836046086144,34912,6081
883360690899218434,21355,3391
883482846933004288,43143,9051
883838122936631299,20569,3149
884162670584377345,19210,2741
884441805382717440,25487,5213
884562892145688576,22877,4304
884876753390489601,26216,5116
884925521741709313,72649,16593
885167619883638784,20614,4005
885311592912609280,0,16970
885528943205470208,33839,5853
885984800019947520,30644,6154
886258384151887873,26354,5781
886366144734445568,19913,2898
886680336477933568,21151,4088
886736880519319552,11286,2943
886983233522544640,32906,7024
887101392804085760,28825,5455
887343217045368832,31670,9584
887473957103951883,64727,16492
887517139158093824,43656,10784
887705289381826560,28457,4931
888078434458587136,20496,3170
888554962724278272,18592,3190
888804989199671297,24072,3886
888917238123831296,27398,4121
889278841981685760,23706,4880
889531135344209921,14232,2061
889638837579907072,25440,4115
889665388333682689,45199,9161
889880896479866881,26232,4569
890006608113172480,28877,6718
890240255349198849,29976,6727
890609185150312448,26240,3931
890729181411237888,61256,17263
890971913173991426,11106,1857
891087950875897856,19066,2852
891327558926688256,37851,8520
891689557279858688,39658,7901
891815181378084864,23592,3789
892177421306343426,31319,5727
892420643555336193,36347,7735
